abstract strategy,action / dexterity,adventure,age of reason,american civil war,american indian wars,american revolutionary war,american west,ancient,animals,arabian,aviation / flight,bluffing,book,card game,children's game,city building,civil war,civilization,collectible components,comic book / strip,deduction,dice,economic,educational,electronic,environmental,expansion for base-game,exploration,fantasy,farming,fighting,game system,horror,humor,industry / manufacturing,korean war,mafia,math,mature / adult,maze,medical,medieval,memory,miniatures,modern warfare,movies / tv / radio theme,murder/mystery,music,mythology,napoleonic,nautical,negotiation,none,novel-based,number,party game,pike and shot,pirates,political,post-napoleonic,prehistoric,print & play,puzzle,racing,real-time,religious,renaissance,science fiction,space exploration,spies/secret agents,sports,territory building,trains,transportation,travel,trivia,video game theme,vietnam war,wargame,word game,world war i,world war ii,zombies,acting,action / movement programming,action point allowance system,area control / area influence,area enclosure,area movement,area-impulse,auction/bidding,betting/wagering,campaign / battle card driven,card drafting,chit-pull system,co-operative play,commodity speculation,crayon rail system,deck / pool building,dice rolling,grid movement,hand management,hex-and-counter,line drawing,memory,modular board,none,paper-and-pencil,partnerships,pattern building,pattern recognition,pick-up and deliver,player elimination,point to point movement,press your luck,rock-paper-scissors,role playing,roll / spin and move,route/network building,secret unit deployment,set collection,simulation,simultaneous action selection,singing,stock holding,storytelling,take that,tile placement,time track,trading,trick-taking,variable phase order,variable player powers,voting,worker placement,rank,bgg_url,game_id,names,min_players,max_players,avg_time,min_time,max_time,year,avg_rating,geek_rating,num_votes,image_url,age,mechanic,owned,category,designer,weight,name
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,https://boardgamegeek.com/boardgame/1301/netrunner,1301,netrunner,2,2,45,45,45,1996,7.4450899999999995,6.7473,2178,https://cf.geekdo-images.com/original/img/_dfylk5hbovrt5hnkzgqypjwfcs=/0x0/pic92015.jpg,10,action point allowance system,3007,"card game, collectible components, science fiction",richard garfield,2.9223,netrunner
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,589,https://boardgamegeek.com/boardgame/22825/tide-iron,22825,tide of iron,2,4,120,120,120,2007,7.23878,6.74591,3568,https://cf.geekdo-images.com/original/img/znwypk8be7wname79w5wdb5ldcu=/0x0/pic140479.jpg,12,"action point allowance system, dice rolling, hand management, hex-and-counter, modular board, partnerships, time track",5676,"miniatures, wargame, world war ii","john goodenough, corey konieczka, christian t. petersen",3.4585,tide of iron
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590,https://boardgamegeek.com/boardgame/131646/merchant-venus-second-edition,131646,merchant of venus (second edition),1,4,240,120,240,2012,7.202260000000001,6.745369999999999,3142,https://cf.geekdo-images.com/original/img/60c36swp57lm9yw7swnws_ycfbc=/0x0/pic1134632.jpg,14,"commodity speculation, dice rolling, pick-up and deliver, point to point movement, roll / spin and move",5873,"economic, exploration, science fiction, space exploration, transportation","richard hamblen, robert a. kouba",3.0861,merchant of venus (second edition)
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,591,https://boardgamegeek.com/boardgame/175117/celestia,175117,celestia,2,6,30,30,30,2015,7.07291,6.74437,4757,https://cf.geekdo-images.com/original/img/8tucjjnbaigo7qx3gemkychrzxq=/0x0/pic2577990.jpg,8,"betting/wagering, dice rolling, press your luck",6694,"adventure, aviation / flight, card game, fantasy",aaron weissblum,1.3586,celestia
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,592,https://boardgamegeek.com/boardgame/161866/zombicide-season-3-rue-morgue,161866,zombicide season 3: rue morgue,1,12,180,60,180,2015,7.6845,6.74397,1778,https://cf.geekdo-images.com/original/img/apmm4ily-7eqrxaqqtl4fti1ife=/0x0/pic2066893.jpg,14,"action point allowance system, co-operative play, dice rolling, hand management, modular board, partnerships, variable player powers",5261,"horror, miniatures, zombies","raphaã«l guiton, jean-baptiste lullien, nicolas raoult",2.5079,zombicide season 3: rue morgue
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,593,https://boardgamegeek.com/boardgame/67492/battles-westeros,67492,battles of westeros,2,2,120,60,120,2010,7.344180000000001,6.742089999999999,2554,https://cf.geekdo-images.com/original/img/gf4jxwrgqsdtvnylku_4hs4lbtw=/0x0/pic711013.jpg,12,"campaign / battle card driven, dice rolling, hand management, modular board, variable player powers",4593,"fantasy, fighting, medieval, miniatures, novel-based, wargame",robert a. kouba,3.1878,battles of westeros
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594,https://boardgamegeek.com/boardgame/66505/speicherstadt,66505,the speicherstadt,2,5,45,45,45,2010,7.06278,6.74136,4294,https://cf.geekdo-images.com/original/img/epxnoqm9e0wtr2t7j5f4wnjhflo=/0x0/pic686491.jpg,8,"auction/bidding, set collection",4356,economic,stefan feld,2.2743,the speicherstadt
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,595,https://boardgamegeek.com/boardgame/224597/warhammer-underworlds-shadespire,224597,warhammer underworlds: shadespire,2,2,30,30,30,2017,8.2268,6.741219999999999,1256,https://cf.geekdo-images.com/original/img/3a2ttn0x_tr2yzlvpkehbuzvvnm=/0x0/pic3750232.jpg,12,"area control / area influence, deck / pool building, dice rolling, grid movement, hand management, modular board, variable player powers",2418,"card game, collectible components, dice, fantasy, fighting, miniatures",david sanders,2.4412,warhammer underworlds: shadespire
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,596,https://boardgamegeek.com/boardgame/8045/princes-renaissance,8045,princes of the renaissance,3,6,180,180,180,2003,7.4455,6.74091,1943,https://cf.geekdo-images.com/original/img/dae0vdssd2be8xky58zqcninycy=/0x0/pic3024485.jpg,12,"area control / area influence, auction/bidding, dice rolling, variable player powers",2417,"economic, negotiation, renaissance",martin wallace,3.5177,princes of the renaissance
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597,https://boardgamegeek.com/boardgame/98229/pictomania,98229,pictomania,3,6,25,25,25,2011,7.34737,6.74079,2301,https://cf.geekdo-images.com/original/img/fe3jrblq7dkkx5ixqrj2hjkkdcm=/0x0/pic2360788.png,9,line drawing,3429,"party game, real-time",vlaada chvã¡til,1.5158,pictomania
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,https://boardgamegeek.com/boardgame/16747/tumblin-dice,16747,tumblin-dice,2,4,45,45,45,2004,7.17312,6.73837,3226,https://cf.geekdo-images.com/original/img/shg0aodhwq1rajqcgxmhjoxhbw8=/0x0/pic2635002.jpg,13,dice rolling,3036,"action / dexterity, dice, party game","carey grayson, randy nash, rick soued",1.0437,tumblin-dice
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,https://boardgamegeek.com/boardgame/104710/wiz-war-eighth-edition,104710,wiz-war (eighth edition),2,4,60,30,60,2012,7.11158,6.7361,4069,https://cf.geekdo-images.com/original/img/fdkyj_lyhlpmjhzliccngtimiug=/0x0/pic1222733.jpg,14,"grid movement, hand management, modular board, player elimination",6142,"fantasy, fighting","tom jolly, kevin wilson",2.2965,wiz-war (eighth edition)
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,600,https://boardgamegeek.com/boardgame/154458/akrotiri,154458,akrotiri,2,2,45,45,45,2014,7.3375699999999995,6.73499,2327,https://cf.geekdo-images.com/original/img/ytox8khu9akpfsesn--f-pidx0u=/0x0/pic3539688.jpg,13,"action point allowance system, hand management, pick-up and deliver, tile placement",4023,"civilization, exploration","jay cormier, sen-foong lim",2.6514,akrotiri
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601,https://boardgamegeek.com/boardgame/156776/warhammer-40000-conquest,156776,"warhammer 40,000: conquest",2,2,45,45,45,2014,7.42513,6.7314300000000005,2326,https://cf.geekdo-images.com/original/img/hq0ci9wvorlud63_of0gzemzgpi=/0x0/pic2079275.jpg,14,"area control / area influence, hand management, set collection",4556,"card game, collectible components, fighting","brad andres, nate french, eric m. lang",3.0574,"warhammer 40,000: conquest"
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,602,https://boardgamegeek.com/boardgame/60/vinci,60,vinci,3,6,90,90,90,1999,7.115939999999999,6.731310000000001,3788,https://cf.geekdo-images.com/original/img/r0xsqjm_m8no74th4mdzl1f6i3c=/0x0/pic168171.jpg,14,"area control / area influence, area movement, variable player powers",3523,"ancient, civilization, territory building",philippe keyaerts,2.7834,vinci
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,603,https://boardgamegeek.com/boardgame/104363/rex-final-days-empire,104363,rex: final days of an empire,3,6,120,120,120,2012,7.13665,6.73048,3616,https://cf.geekdo-images.com/original/img/6w2kfkuk6xivhci8vr61ytqb2ze=/0x0/pic1246187.jpg,14,"area control / area influence, auction/bidding, hand management, partnerships, point to point movement, variable player powers",6473,"fighting, negotiation, political, science fiction","bill eberle, john goodenough, jack kittredge, corey konieczka, peter olotka, christian t. petersen",3.2629,rex: final days of an empire
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,https://boardgamegeek.com/boardgame/184921/bunny-kingdom,184921,bunny kingdom,2,4,60,40,60,2017,7.43279,6.730169999999999,2037,https://cf.geekdo-images.com/original/img/qv2iewr29qajjgllpyyowpb_r8c=/0x0/pic3613444.jpg,12,"area control / area influence, card drafting",3126,"animals, medieval, territory building",richard garfield,2.2128,bunny kingdom
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,https://boardgamegeek.com/boardgame/141517/study-emerald,141517,a study in emerald,2,5,90,90,90,2013,7.24205,6.72973,2750,https://cf.geekdo-images.com/original/img/r8tx7dghz-ldstzdofqm-ylg1ps=/0x0/pic1638689.jpg,13,"area control / area influence, card drafting, deck / pool building, hand management, partnerships, point to point movement",3063,"bluffing, fantasy, horror, murder/mystery, novel-based, political, spies/secret agents, zombies",martin wallace,3.4273,a study in emerald
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,606,https://boardgamegeek.com/boardgame/224/history-world,224,history of the world,3,6,180,180,180,1991,7.123189999999999,6.72956,4109,https://cf.geekdo-images.com/original/img/jgi_nl7auylgoxgbguwzoiskd4s=/0x0/pic287451.jpg,12,"area control / area influence, dice rolling, hand management",4950,"ancient, civilization, medieval, renaissance, wargame","gary dicken, steve kendall, phil kendall",2.7824,history of the world
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,607,https://boardgamegeek.com/boardgame/205398/citadels,205398,citadels,2,8,60,30,60,2016,7.5434600000000005,6.7291300000000005,1924,https://cf.geekdo-images.com/original/img/iy-n3aod24rdm3dxgl2shuhmbzq=/0x0/pic3119514.jpg,10,"card drafting, set collection, variable phase order, variable player powers",4436,"bluffing, card game, city building, fantasy, medieval",bruno faidutti,1.9444,citadels
0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,https://boardgamegeek.com/boardgame/91514/rhino-hero,91514,rhino hero,2,5,15,5,15,2011,7.01468,6.72899,5165,https://cf.geekdo-images.com/original/img/wqmtyq1iisfvsftxnxa_drqblca=/0x0/pic2022956.jpg,5,hand management,8952,"action / dexterity, animals, children's game, party game","scott frisco, steven strumpf",1.0305,rhino hero
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609,https://boardgamegeek.com/boardgame/72287/mr-jack-pocket,72287,mr. jack pocket,2,2,15,15,15,2010,6.97763,6.7278899999999995,5993,https://cf.geekdo-images.com/original/img/dq0es_skxg2oxbhky73rvqednvw=/0x0/pic1519530.jpg,14,modular board,9840,"bluffing, deduction, murder/mystery, post-napoleonic","bruno cathala, ludovic maublanc",1.8217,mr. jack pocket
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,https://boardgamegeek.com/boardgame/38054/snow-tails,38054,snow tails,2,5,60,45,60,2008,6.992489999999999,6.727239999999999,5248,https://cf.geekdo-images.com/original/img/deeurqzid-calitohaghgyl2b_e=/0x0/pic2574022.png,10,"hand management, modular board, player elimination",5587,"animals, racing, sports","gordon lamont, fraser lamont",2.0479,snow tails
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,611,https://boardgamegeek.com/boardgame/27588/zooloretto,27588,zooloretto,2,5,45,45,45,2007,6.86304,6.726939999999999,12444,https://cf.geekdo-images.com/original/img/plfsrwj7aj3cazyw577hvpvbbja=/0x0/pic187388.jpg,8,"set collection, tile placement",15456,animals,michael schacht,1.8627,zooloretto
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,612,https://boardgamegeek.com/boardgame/55427/mr-jack-new-york,55427,mr. jack in new york,2,2,30,30,30,2009,7.29592,6.72543,2536,https://cf.geekdo-images.com/original/img/xjqbl3zqwhhudd_ptdkxdrcmavu=/0x0/pic1247879.jpg,14,"grid movement, variable player powers",3647,"deduction, murder/mystery","bruno cathala, ludovic maublanc",2.5396,mr. jack in new york
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,613,https://boardgamegeek.com/boardgame/154825/arkwright,154825,arkwright,2,4,240,120,240,2014,7.909910000000001,6.724639999999999,1172,https://cf.geekdo-images.com/original/img/omhptbw-kkmoul_un-n_nbshwv8=/0x0/pic2776693.png,12,"commodity speculation, simulation, stock holding, variable phase order, worker placement",2209,"economic, industry / manufacturing",stefan risthaus,4.5369,arkwright
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,614,https://boardgamegeek.com/boardgame/203427/fabled-fruit,203427,fabled fruit,2,5,30,20,30,2016,7.172160000000001,6.724410000000001,3144,https://cf.geekdo-images.com/original/img/8qlyybeplktan_xawd8_pqxopak=/0x0/pic3086825.jpg,8,"set collection, worker placement",5049,"animals, card game",friedemann friese,1.6094,fabled fruit
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,615,https://boardgamegeek.com/boardgame/221965/fox-forest,221965,the fox in the forest,2,2,30,30,30,2017,7.49035,6.722239999999999,1855,https://cf.geekdo-images.com/original/img/2_tedfnmi1rc8f2qlsz7rq8vlwg=/0x0/pic3496085.jpg,10,"hand management, trick-taking",4377,"animals, card game, fantasy",joshua buergel,1.6333,the fox in the forest
